tweet_id,reply_reply_count,reply_like_count,reply_retweet_count,reply_quote_count,reply_possibly_sensitive,reply_has_url,reply_mentioned_url_num,reply_id_num,reply_isweekday,reply_senti_score,reply_count,like_count,retweet_count,quote_count,possibly_sensitive,has_url,mentioned_url_num,id_num,isweekday,followers_count,tweet_count,verified,senti_score
1250219300389974016,0.0003342485376626477,0.0,0.0,0.0,0.0,0.06607929515418502,0.08152173913043478,0.0,0.09036144578313253,0.15942028985507248,0.0009372071227741331,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,6.459927866154241e-06,0.02101495216361624,0.0,1.0
554886875303780352,9.549958218932792e-05,0.0,3.5198997532550274e-06,0.0,0.0,0.10132158590308371,0.03804347826086957,0.039445628997867806,0.13855421686746988,0.028985507246376812,0.03280224929709466,0.005423814328960646,0.026032823995472555,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.05134743673483169,0.381336863638759,1.0,0.0
1237901309011021825,2.387489554733198e-05,0.0,0.0,0.0,0.0,0.00881057268722467,0.03260869565217391,0.0,0.012048192771084338,0.0,0.0009372071227741331,0.0005045408678102926,0.0001414827391058291,0.0008116883116883117,0.0,1.0,0.6666666666666666,0.0,1.0,9.721714103990742e-06,0.005671537870670092,0.0,0.0
524958128392376320,0.0001193744777366599,2.612105017070106e-06,1.0559699259765083e-05,0.0,0.0,0.022026431718061675,0.0,0.007462686567164179,0.030120481927710843,0.014492753623188406,0.004686035613870666,0.0027749747729566097,0.01697792869269949,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.3137667315910632,0.29493833410252684,1.0,0.0
1250219998842216448,9.549958218932792e-05,0.0,0.0,0.0,0.0,0.022026431718061675,0.02717391304347826,0.0,0.030120481927710843,0.028985507246376812,0.0009372071227741331,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,6.459927866154241e-06,0.02101495216361624,0.0,1.0
1241047451483553792,2.387489554733198e-05,0.0,0.0,0.0,0.0,0.00881057268722467,0.016304347826086956,0.0,0.006024096385542169,0.028985507246376812,0.0009372071227741331,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,4.2546421463291725e-05,0.02586007278859528,0.0,1.0
1221830244895686658,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.005434782608695652,0.023454157782515993,0.006024096385542169,0.0,0.0018744142455482662,0.05713925327951564,0.042727787209960386,0.01785714285714286,0.0,1.0,0.3333333333333333,0.42857142857142855,1.0,0.003750545016635826,0.01003597909284139,1.0,0.0
1221830244895686658,0.0019338665393338903,0.0036308259737274475,0.011855022368962933,0.007608695652173913,0.0,0.048458149779735685,0.07065217391304347,0.27505330490405117,0.03614457831325302,0.10144927536231885,0.0018744142455482662,0.05713925327951564,0.042727787209960386,0.01785714285714286,0.0,1.0,0.3333333333333333,0.42857142857142855,1.0,0.003750545016635826,0.01003597909284139,1.0,0.0
1221830244895686658,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.005434782608695652,0.023454157782515993,0.006024096385542169,0.0,0.0018744142455482662,0.05713925327951564,0.042727787209960386,0.01785714285714286,0.0,1.0,0.3333333333333333,0.42857142857142855,1.0,0.003750545016635826,0.01003597909284139,1.0,0.0
1221830244895686658,0.0019338665393338903,0.0036308259737274475,0.011855022368962933,0.007608695652173913,0.0,0.048458149779735685,0.07065217391304347,0.27505330490405117,0.03614457831325302,0.10144927536231885,0.0018744142455482662,0.05713925327951564,0.042727787209960386,0.01785714285714286,0.0,1.0,0.3333333333333333,0.42857142857142855,1.0,0.003750545016635826,0.01003597909284139,1.0,0.0
489975398151618560,0.0,6.530262542675266e-07,0.0,0.0,0.0,0.022026431718061675,0.0,0.008528784648187633,0.030120481927710843,0.0,0.007497656982193065,0.009334006054490415,0.02192982456140351,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.07406938971295311,0.22192297312187698,1.0,1.0
544289941996326912,0.0,0.0,0.0,0.0,0.0,0.013215859030837006,0.010869565217391304,0.0042643923240938165,0.01807228915662651,0.0,0.0037488284910965324,0.006180625630676085,0.019524617996604415,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.012618657617760947,0.20987325075016328,1.0,0.0
676870737932742656,2.387489554733198e-05,0.0,0.0,0.0,0.0,0.039647577092511016,0.0,0.01279317697228145,0.05421686746987952,0.028985507246376812,0.01499531396438613,0.012613521695257316,0.02221279003961517,0.0008116883116883117,0.0,1.0,0.6666666666666666,0.0,1.0,0.27712016543016066,0.3053448036320838,1.0,0.0
520244836084228096,4.774979109466396e-05,1.9590787628025797e-06,7.039799506510055e-06,0.0,0.0,0.048458149779735685,0.059782608695652176,0.011727078891257996,0.06626506024096386,0.028985507246376812,0.011246485473289597,0.007063572149344097,0.015138653084323713,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.1501467032116136,0.3706700926385786,1.0,0.0
538408710084001793,0.00016712426883132384,1.3060525085350531e-05,1.0559699259765083e-05,0.0,0.0,0.2599118942731278,0.021739130434782608,0.08848614072494669,0.1746987951807229,0.2028985507246377,0.08247422680412371,0.06243693239152372,0.17586304470854558,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.011843641296498614,0.26491423625472493,1.0,1.0
1255794736759140352,2.387489554733198e-05,5.224210034140212e-06,0.0,0.0,0.0,0.00881057268722467,0.010869565217391304,0.0,0.012048192771084338,0.0,0.0009372071227741331,0.0010090817356205853,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,6.682683999469905e-07,0.00388056793628842,0.0,1.0
672632899921833984,0.00016712426883132384,1.1101446322547952e-05,2.815919802604022e-05,0.0,0.0,0.12775330396475773,0.005434782608695652,0.0511727078891258,0.1566265060240964,0.10144927536231885,0.06091846298031865,0.01639757820383451,0.028438030560271648,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0016989451176461856,0.5245306189585704,0.0,0.0
1246818494995447809,0.00014324937328399188,3.2651312713376328e-06,3.5198997532550274e-06,0.0,0.0,0.022026431718061675,0.005434782608695652,0.0,0.0,0.043478260869565216,0.0009372071227741331,0.001639757820383451,0.0007074136955291455,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0001603844159872777,0.030227707893841712,0.0,0.0
1237315523773333504,0.00021487405992598783,0.0,0.0,0.0,0.0,0.01762114537444934,0.005434782608695652,0.0,0.05421686746987952,0.014492753623188406,0.0009372071227741331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.864914475407954e-07,0.0005293861197035437,0.0,0.0
525291306000846848,2.387489554733198e-05,6.530262542675266e-07,3.5198997532550274e-06,0.0,0.0,0.00881057268722467,0.021739130434782608,0.0031982942430703624,0.012048192771084338,0.028985507246376812,0.0037488284910965324,0.012865792129162463,0.022354272778721,0.0008116883116883117,0.0,1.0,0.6666666666666666,0.0,1.0,0.0588436261331704,0.9999999999999998,1.0,1.0
1248595704240619523,0.0,1.306052508535053e-06,7.039799506510055e-06,0.0,0.0,0.00881057268722467,0.0,0.0021321961620469083,0.012048192771084338,0.0,0.0037488284910965324,0.006306760847628658,0.0021222410865874364,0.004058441558441559,0.0,1.0,0.6666666666666666,0.0,1.0,0.03417925558368878,0.45647855227667966,1.0,0.0
1235494521753997312,0.00028649874656798375,0.0,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.07228915662650603,0.057971014492753624,0.0009372071227741331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.97700846436711e-05,0.009790050096056033,0.0,1.0
524925987239120897,0.0,6.530262542675266e-07,3.5198997532550274e-06,0.0,0.0,0.01762114537444934,0.016304347826086956,0.0042643923240938165,0.024096385542168676,0.0,0.004686035613870666,0.0010090817356205853,0.015138653084323713,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.0038588044974272387,0.049605794981451526,1.0,0.0
387030572779847680,0.00016712426883132384,3.2651312713376328e-06,2.815919802604022e-05,0.0,0.0,0.11013215859030838,0.021739130434782608,0.039445628997867806,0.15060240963855423,0.0,0.03936269915651359,0.003910191725529768,0.018251273344651955,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0028057726106345787,0.03651566519801277,0.0,0.0
1236192572575485952,0.00014324937328399188,0.0,0.0,0.0,0.0,0.013215859030837006,0.0,0.0,0.0,0.014492753623188406,0.0009372071227741331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.136899618719465e-07,0.0012192648639325963,0.0,0.0
407212665350942720,0.0,0.0,3.5198997532550274e-06,0.0,0.0,0.052863436123348026,0.021739130434782608,0.013859275053304903,0.006024096385542169,0.07246376811594203,0.01499531396438613,0.008829465186680121,0.016553480475382003,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.1501467032116136,0.3706700926385786,1.0,1.0
514495841600811009,9.549958218932792e-05,1.9590787628025797e-06,7.039799506510055e-06,0.0,0.0,0.19823788546255508,0.16304347826086957,0.06823027718550106,0.27108433734939763,0.15942028985507248,0.053420805998125584,0.01273965691220989,0.03282399547255235,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.30091316171956856,0.31212541740059435,1.0,0.0
1255068286141829120,2.387489554733198e-05,1.306052508535053e-06,0.0,0.0,0.0,0.00881057268722467,0.0,0.0021321961620469083,0.012048192771084338,0.014492753623188406,0.0009372071227741331,0.0034056508577194754,0.0002829654782116582,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.6897643827231045e-05,0.0032250234351170635,0.0,1.0
1239374019633217536,0.0002387489554733198,0.0,0.0,0.0,0.0,0.00881057268722467,0.021739130434782608,0.0,0.060240963855421686,0.08695652173913043,0.0009372071227741331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1933364284767687e-06,9.901037532916956e-05,0.0,0.0
1254538699414609920,4.774979109466396e-05,0.0,0.0,0.0,0.0,0.030837004405286347,0.010869565217391304,0.008528784648187633,0.012048192771084338,0.014492753623188406,0.008434864104967198,0.02964177598385469,0.020656479909451048,0.00487012987012987,0.0,1.0,0.3333333333333333,0.0,0.0,0.30091316171956856,0.31212541740059435,1.0,0.0
1250220791544705025,9.549958218932792e-05,0.0,0.0,0.0,0.0,0.022026431718061675,0.02717391304347826,0.0,0.030120481927710843,0.043478260869565216,0.0009372071227741331,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,6.459927866154241e-06,0.02101495216361624,0.0,0.0
